movieId,score,reason
234,0.99,"The shark remains unseen until gradual glimpses, building tension through sound and reactions"
183,0.97,"Alien is hidden in shadows and vents, revealed slowly to maximize dread"
264,0.95,"Mimic’s insect monsters lurk offscreen, stirring anxiety with clicks and rustles"
443,0.93,"The birds attack without warning, their presence felt in ominous silence"
444,0.92,"The amorphous blob grows unseen, its approach signaled by eerie score"
54,0.9,Outbreak uses mounting panic and containment sounds to dread effect
260,0.88,Event Horizon teases cosmic horror through hallucinations and audio cues
800,0.87,In the Mouth of Madness builds dread via supernatural suggestion over visuals
164,0.85,"The Abyss conceals its alien creature beneath the waves, heightening suspense"
565,0.83,Village of the Damned’s eerie children remain silent for most of the film
