movieId,score,reason
273,0.98,"Gripping crime drama with Michael Mann’s intense direction, no romantic subplot"
96,0.95,Groundbreaking sci-fi action focused on time travel and tech
183,0.93,Claustrophobic sci-fi horror with relentless tension
176,0.92,High‐octane action thriller set on a distant colony
82,0.9,"Revolutionary adventure with living dinosaurs, pure spectacle"
50,0.89,Epic space opera defining modern blockbuster sci‐fi
121,0.88,All‐out alien invasion with thrilling large‐scale set pieces
271,0.87,Satirical military sci‐fi tackling war and society
298,0.85,Mind‐bending identity swap thriller with explosive stunts
685,0.83,Edge‐of‐your‐seat terror aboard hijacked aircraft
