movieId,score,reason
82,1.0,Jurassic Park is based on Michael Crichton's bestselling novel.
133,0.95,Gone with the Wind is adapted from Margaret Mitchell's classic novel.
69,0.9,Forrest Gump is based on the novel by Winston Groom.
173,0.85,Princess Bride is adapted from William Goldman's beloved novel.
699,0.8,Little Women is based on Louisa May Alcott's enduring novel.
275,0.75,Sense and Sensibility is based on Jane Austen's novel of the same name.
559,0.7,Interview with the Vampire is based on Anne Rice's gothic novel.
9,0.65,Dead Man Walking is based on Sister Helen Prejean's memoir of the same name.
86,0.6,Remains of the Day is based on the novel by Kazuo Ishiguro.
286,0.55,English Patient is adapted from Michael Ondaatje's Pulitzer-winning novel.
