movieId,score,reason
288,1.0,Scream uses meta-footage and videotape central to its suspenseful twists.
154,0.9,Natural Born Killers frames its narrative through home-movie style news clips.
324,0.85,Lost Highway uses found video tapes to unravel its surreal horror mystery.
81,0.8,Hudsucker Proxy integrates pseudo-archival footage as a key storytelling device.
516,0.75,Local Hero incorporates amateur film footage to reveal hidden truths.
612,0.7,Lost Horizon uses expedition film reels to deepen its otherworldly tone.
238,0.65,Raising Arizona foregrounds handheld video as a playful cinematic motif.
287,0.6,Marvin’s Room weaves TV news footage into its family drama fabric.
371,0.55,Bridges of Madison County employs home video to enrich personal recollections.
806,0.5,Menace II Society uses surveillance style footage to heighten urban dread.
