movieId,score,reason
270,0.98,Explores genetic engineering’s impact on society and personal identity in a near-future world
258,0.96,First contact sets off deep ethical and faith-driven dilemmas for humankind
7,0.93,Time travel virus story highlights human cost of pandemics in a dystopian future
82,0.9,Revived dinosaurs force scientists to confront consequences of playing god
96,0.88,Shape-shifting AI threat explores the dangers of lethal autonomous technology
54,0.85,Medical thriller examines outbreak response ethics and government secrecy
39,0.83,Illicit neural recording tech sparks moral debate on privacy and trauma
99,0.8,Classic android hunt raises questions about humanity and artificial life
62,0.78,Stargate conceit examines cultural exchange and technological hubris
56,0.75,Nonlinear crime saga explores violence as entertainment and moral decay
