movieId,score,reason
86,1.0,"Quiet, introspective drama exploring human duty and emotion in post-war England"
509,0.91,"Intimate, authentic portrayal of family struggles with touching realism"
45,0.82,"Warm, human family drama conveyed through the joy of a shared feast"
14,0.73,"Tender tale of language, longing and poetic friendship on an Italian isle"
18,0.64,"Gentle, authentic slice-of-life story seen through a child’s eyes in Tehran"
20,0.55,Understated period drama with richly drawn human relationships in Victorian England
8,0.46,Heartfelt story of a pig finding his place in the world with warm humor
116,0.37,"Quirky, character-driven tale set on an eccentric English farm"
462,0.28,"Lyrical, family drama infused with vibrant emotion and cultural detail"
529,0.19,Poignant coming-of-age journey blending humor and heart in rural England
