movieId,score,reason
273,0.95,Tense crime thriller about a cat-and-mouse heist.
1112,0.93,Biopic with betrayals in the underworld.
234,0.9,Suspenseful seaside horror after a shark attack.
145,0.88,Cyber-thriller where internet identity kills.
260,0.85,Claustrophobic sci-fi horror on a stranded ship.
569,0.83,Psychological thriller in wolf-infested suburbs.
820,0.8,Animated comedy-adventure with a high-flying basketball dog.
496,0.78,Christmas-themed community drama with dark undertones.
1116,0.75,Classic swashbuckler with swordplay and intrigue.
738,0.72,Provocative tale of college students confronting taboos.
