movieId,score,reason
106,0.95,"Victorian school’s dark secrets create a dread-filled, atmospheric horror."
413,0.9,"Gothic mansion conceals a bordello of vampires in eerie, tension-rich style."
500,0.88,Orphaned boy’s friendship with a vampire blends period dread and family tragedy.
21,0.85,Pirate-filled period tale with haunting supernatural undertones.
448,0.82,"Diplomat’s family secrets unleash horror in a grand, stately home setting."
72,0.8,Society belle’s fantasies turn dark in an opulent period masquerade of terror.
105,0.78,Murder at the White House in ’90s setting feels like old-world political dread.
967,0.75,Widowed schoolteacher in Restoration England faces chilling family revelations.
498,0.72,English widow’s isolation on a deserted island hides haunting family curse.
891,0.7,Nihilistic teenager’s descent into violence echoes period’s moral darkness.
