movieId,score,reason
206,1.0,Akira’s cyberpunk dystopia and psychic drama deliver existential weight only animation can capture.
1240,0.95,"Ghost in the Shell interrogates consciousness and identity through sleek, philosophical sci-fi animation."
101,0.9,"Heavy Metal’s anthology of dark, adult-oriented sci-fi and fantasy stories thrives on visuals beyond live action."
426,0.85,Transformers: The Movie stages cosmic battles and sentient machines in a scope unfilmable in live-action.
91,0.8,The Nightmare Before Christmas blends haunting fantasy and existential yearning in stop-motion brilliance.
473,0.75,James and the Giant Peach’s surreal stop-motion journey probes loss and friendship in a way live-action can’t.
1470,0.7,Gumby: The Movie uses claymation to explore loyalty and adventure in a playful yet endlessly imaginative world.
1092,0.65,The Swan Princess builds a lush animated fairy-tale realm that transcends puppet or stage approaches.
102,0.6,"The Aristocats layers social satire beneath its hand-drawn world, offering more than simple family amusement."
103,0.55,All Dogs Go to Heaven 2 tackles loyalty and redemption with traditional animation that live-action couldn’t mimic.
