movieId,score,reason
206,0.98,1988 cyberpunk anime exploring identity and societal decay.
1240,0.97,1995 adult animation grappling with consciousness and philosophy.
432,0.95,1940 Fantasia’s abstract visuals tackle mythical creation and transformation.
214,0.93,1982 surreal rock opera addressing trauma and alienation.
91,0.9,1993 stop-motion tackling existential longing in Halloween Town.
101,0.88,1981 anthology of adult-themed sci-fi noir vignettes with practical effects.
176,0.86,"1986 sci-fi sequel with action and atmospheric dread, not for kids."
183,0.84,1979 claustrophobic spaceship thriller with adult tension.
176,0.83,1986 Ripley’s return grappling with trauma and corporate corruption.
101,0.82,1981 cult sci-fi with dark humor and mature themes.
