movieId,score,reason
438,0.98,"1983 suburban terror with surreal, magical realism tone"
273,0.96,1995 musical-realism exploring personal obsession
539,0.94,1997 whimsical comedy-fantasy with subliminal magic
1349,0.92,1993 retro Italian fantasia blending myth and reality
159,0.9,1992 erotic thriller with dream-like surrealism
980,0.88,1996 spiritual drama with subtle supernatural element
196,0.85,1989 boarding-school drama with spiritual overtones
522,0.82,1969 gentle magical realism on anthropomorphic friendship
169,0.8,1993 stop-motion fantasy of everyday strangeness
625,0.78,1963 animated fairytale set in modern dreamlike realm
