movieId,score,reason
133,0.98,A sweeping 4-hour epic set against the American Civil War and its aftermath.
511,0.96,A grand 3h36 epic chronicling T.E. Lawrence’s desert campaigns and personal odyssey.
649,0.94,Sergio Leone’s 3h49 crime saga spanning decades of friendship and betrayal.
526,0.92,"A 3h32 Biblical epic featuring chariot races, revenge, and redemption."
187,0.9,"A 3h22 mafia epic exploring power, family legacy, and moral decay."
193,0.88,A 3h20 space-race epic following America’s first astronauts into history.
318,0.86,"A 3h15 harrowing Holocaust epic of bravery, survival, and moral choice."
313,0.84,"A 3h14 sweeping romance aboard the doomed Titanic, a tale of love and loss."
527,0.82,A 3h11 biopic of Gandhi’s journey of nonviolent protest that changed a nation.
97,0.8,A 3h1 frontier epic where a Union lieutenant learns respect among the Sioux.
