movieId,score,reason
56,1.0,Non-linear crime saga woven with dark humor and provocative dialogue
12,0.95,Masterful noir thriller with an unforgettable twist and unreliable narrator
7,0.9,Mind-bending time-travel thriller that layers reality and memory in unexpected ways
333,0.85,Intricate psychological thriller that blurs reality and fantasy in a high-stakes game
324,0.8,"Surreal mystery unraveling across nonlinear layers, challenging viewers at every turn"
135,0.75,Epic sci-fi odyssey spanning eons with stunning visuals and profound mystery
53,0.7,Hyper-stylized spree of violence that subverts narrative expectations and themes
100,0.65,Black comedy-crime drama weaving multiple plotlines into a suspenseful tapestry
654,0.6,Classic noir exposing corruption with moral ambiguity and a haunting finale
89,0.55,Philosophical sci-fi noir probing humanity and identity in a dystopian future
