movieId,score,reason
38,0.95,"An online analyst’s world collapses when her identity is stolen, leaving her utterly isolated."
39,0.9,"In a dystopian near-future, illicit neural recordings blur reality, driving the protagonist into seclusion."
976,0.85,"An artificially created killer intrudes into a city detective’s life, disconnecting him from the real world."
1240,0.8,A cyborg cop’s quest for purpose spirals as technology intended to protect turns him into a pariah.
260,0.75,"A rescue crew enters a ship lost in deep space, only to find a virtual trap that severs them from reality."
355,0.7,"Scientists explore an alien sphere and are drawn into a virtual coma, isolated from the living world."
324,0.65,A musician’s life unravels as he falls into a time loop and loses touch with family and friends.
333,0.6,"A man’s life turns to chaos when a game blurs with reality, leaving him cut off from those he loves."
691,0.55,"A man awakens lost in a dark city controlled by machines, his only link to home fading."
182,0.5,"An informant’s betrayal drives him underground, estranged from the family he once fought to protect."
