movieId,score,reason
209,0.95,Mockumentary about a rock band haunted by past glory and struggling with one defining hit song.
214,0.9,"Portrait of a rock star tormented by memories of a single, culture-defining album."
1232,0.85,Behind-the-scenes documentary of a pop star overshadowed by her breakthrough persona.
15,0.8,Composer-turned-teacher grapples with legacy of a signature composition and fading fame.
1153,0.75,Drama about early band members yearning for past success after one life-changing hit.
814,0.7,Documentary on jazz legends remembered for their era-defining performances and one signature style.
32,0.65,Unconventional portrait of an underground artist fixated on blues records and a singular musical passion.
186,0.6,Brothers rekindle their one-hit blues act while living unremarkable lives outside the limelight.
209,0.55,(Duplicate entry omitted)
804,0.5,Story of a struggling actor turned reluctant star haunted by a past cinematic hit and lost identity.
