movieId,score,reason
270,0.98,1997 grounded sci-fi questioning genetic destiny
1555,0.96,1994 consciousness tale in a haunting psychological vein
219,0.94,1984 ambiguous horror blending dream and reality
89,0.92,1982 philosophical sci-fi on identity and reality
1335,0.9,1993 dystopian thriller on surveillance obsession
273,0.88,1995 cerebral crime drama probing detective obsession
325,0.85,1996 controversial psychodrama on human desire and ruin
373,0.82,1995 vigilante drama on personal morality and consequence
250,0.8,1997 cult sci-fi on extraterrestrial philosophy
202,0.78,1993 time-loop comedy with existential overtones
