movieId,score,reason
53,0.98,"A wild, ultra-violent road trip with a couple on a lunatic killing spree"
56,0.96,Interwoven crime stories crackling with dark humor and manic energy
475,0.94,"A raw, fast-paced dive into self-destructive choices and chaotic youth"
184,0.92,Over-the-top horror comedy full of unhinged gore and frantic absurdity
17,0.9,"Frat boys vs vampires in a frantic, bloody rollercoaster of chaos"
34,0.88,"Surreal road-trip of teenage lovers on a sex-fuelled, anarchic rampage"
3,0.86,Four twisted hotel tales of grotesque humor and escalating mayhem
27,0.84,"Two Miami cops unleash explosive, motor-mouthed chaos in a gun-blazing adventure"
7,0.82,Time-traveling descent into madness and a collapsing reality under a virus siege
11,0.8,"A grim hunt through sin-ridden streets with relentless, nightmare intensity"
