movieId,score,reason
182,1.0,"GoodFellas delivers unflinching, street-level crime drama from start to finish."
273,0.95,Heat pits a master thief against a relentless detective in a hyper-realistic crime epic.
302,0.9,L.A. Confidential uncovers Hollywood corruption with razor-sharp dialogue and grit.
76,0.85,Carlito’s Way follows an ex-con’s desperate bid for redemption in the crime underworld.
293,0.8,Donnie Brasco portrays undercover turmoil inside the mafia’s inner circles.
56,0.75,Pulp Fiction weaves intersecting crime tales with dark humor and moral ambiguity.
12,0.7,The Usual Suspects hinges on criminal schemers and an unforgettable twist.
156,0.65,Reservoir Dogs delves into trust and betrayal among heist-bound criminals.
23,0.6,"Taxi Driver explores urban crime through the eyes of a disturbed, lone vigilante."
11,0.55,Seven unites police procedural with a grim exploration of humanity’s darkest side.
