movieId,score,reason
501,0.98,Widowed beekeeper and life-worn suitor find second-chance hope
220,0.95,Mature professor overcomes guarded heart to embrace new love
126,0.93,"Gentle, romantic journey of a widow healing and choosing again"
371,0.9,Mature couple faces loss and reconciles over lasting devotion
556,0.88,Rekindled passion between seasoned partners in twilight years
287,0.85,Family bonds and late-life romance blossom after crisis
916,0.82,Older duo find comfort and renewal after shared trauma
924,0.8,Isolated vaudeville performer discovers love beyond grief
937,0.78,Widowed farmer learns to love again with unexpected companion
920,0.75,Elderly songwriter’s late flame brings gentle healing
