movieId,score,reason
1,1.0,"Toys forging unbreakable bonds, forming a family beyond their blueprints."
8,0.95,Orphan pig finds a new family on the farm and learns what it means to belong.
14,0.9,A lonely postman discovers unexpected connections through friendship and poetry.
15,0.88,Teacher and students become family over years of shared struggles and triumphs.
19,0.87,A matriarch builds a tapestry of love and community after wartime hardship.
21,0.85,Pirate adventure turns into a friendship-fueled found family on the high seas.
140,0.83,"Pets brave the wilderness together, finding loyalty and belonging on their journey."
66,0.82,"Mistaken identity leads to a warm, unconventional family bond in Chicago."
126,0.8,An ex-con finds unexpected kinship and support in a small town's diner.
26,0.78,Three brothers reconnect and rebuild family ties during personal loss.
