movieId,score,reason
17,0.95,Starts as a gritty crime thriller before exploding into full-on horror at a roadside bar
1408,0.85,Begins as romantic drama then pivots to supernatural horror with ghostly vengeance
127,0.83,Romantic comedy tone gives way to tense psychological thriller in court
11,0.8,Light detective banter darkens into grim serial killer cat-and-mouse
44,0.78,Warm small-town drama turns into tense murder mystery after a suspicious death
77,0.75,Law-office romance sours and morphs into high-stakes conspiracy thriller
57,0.72,"Starts as office drama, spirals into chilling cult thriller"
5,0.7,Calm profiler procedural transforms into gripping serial killer standoff
73,0.68,Comedy-of-errors heist comedy shifts into adrenaline-fuelled thriller
24,0.65,Martial-arts fish-out-of-water comedy flips into savage street-gang violence
