movieId,score,reason
3,1.0,Title features “4” in a delightfully bizarre hotel anthology
7,0.9,Time-travel madness with enough cheese to go around
178,0.8,Classic jury-room drama numbered by righteous rage
80,0.7,Hot Shots! Part Deux delights with spoofed action and slapstick
96,0.65,T2’s shape-shifting chaos dialed up to jaw-dropping extremes
138,0.6,Hockey kids return for a third round in this over-the-top sequel
314,0.55,Three ninja brothers take down evil at an amusement park
135,0.5,Kubrick’s space odyssey numbered for cosmic awe and laughs
599,0.45,Hong Kong supercop’s fourth case packs absurd martial-arts fun
615,0.4,39 steps of suspense in Hitchcock’s delightfully campy thriller
