movieId,score,reason
28,0.95,Apollo 13’s do-or-die race home grips you with every nail-biting second of real-life heroism.
22,0.93,Braveheart’s thundering battle cries and sweeping epic earn every spine-tingling triumph.
11,0.91,"Se7en’s relentless hunt and shocking finale deliver a dark, adrenaline-charged victory."
241,0.89,Last of the Mohicans’ thundering score and perilous rescue make for a pulse-pounding stand.
51,0.87,Legends of the Fall’s sweeping saga and climactic ride ignite a roaring sense of triumph.
205,0.85,"Patton’s battlefield bravado and steel-jaw monologues unleash commanding, triumphant zeal."
96,0.83,"Terminator 2’s relentless chase and heroic sacrifice power an unforgettable, fist-pumping rush."
161,0.81,"Top Gun’s final dogfight soars with ultimate, high-octane swagger."
568,0.79,Speed’s suicidal bus sprint keeps the tension taut until the most electrifying payoff.
298,0.77,"Face/Off’s identity-swap chaos and gun-blazing finale deliver a wildly theatrical, triumphant blast."
