movieId,score,reason
948,1.0,Offbeat Vermont story where lumberjacks train for logrolling glory
138,0.95,Junior varsity hockey underdogs fight for respect in gritty rink drama
284,0.92,Small-town golf pro battles personal demons on quirky PGA circuit
839,0.9,Ex-detective runs a rural gun-rental camp against overwhelming odds
1290,0.88,Comedy-drama about a termite-infested renovation team fighting back
468,0.85,Heartfelt biopic of a boy determined to play college football
122,0.82,Orphan pig’s plucky pasture triumph against all livestock odds
294,0.78,Lawyer turned coach leads local inner-city kids to baseball promise
241,0.75,Ragtag clan of natives and settlers compete in rugged frontier games
274,0.7,Wily gambler turns minor-league bowling team into fierce contenders
