movieId,score,reason
347,0.95,"A spin doctor fabricates war to manipulate public opinion, exposing slippery ethics and empty patriotism."
291,0.93,"An editor stumbles on a presidential secret, unleashing a chain of backroom lies among powerful fixers."
657,0.9,A brainwashed war veteran’s political return reveals a web of deceit woven by ambitious insiders.
566,0.88,"A president’s covert war protocol unravels corporate and military alliances in a cynical, power-driven plot."
328,0.85,"A conspiracy theorist forges perilous truths, ensnaring government agents in a maze of paranoia and manipulation."
124,0.83,"A dusty Texas sheriff uncovers a decades-old skeleton, sparking political cover-ups among equally tainted players."
58,0.8,"A scandalous quiz show ripples through 1950s America, revealing journalists, producers, and politicians all complicit."
59,0.78,"Behind a murder trial, judges, lawyers, and litigants each pursue hidden agendas in a chilling game of influence."
136,0.75,A naive senator’s hearings turn into a backroom spectacle where everyone’s ambition drips with moral compromise.
754,0.72,"An American lawyer runs afoul of Beijing’s courts, revealing judicial machinations and fragile pretenses of justice."
