movieId,score,reason
474,0.97,Darkly comic portrayal of absurd military bravado.
56,0.95,"Intertwined criminal tales with sharp, irreverent wit."
100,0.93,Deadpan Midwestern crime comedy with sinister undertones.
902,0.91,Quirky characters in a hilariously off-beat crime misadventure.
262,0.89,Brutally honest satire of calculated male cruelty.
85,0.87,Sharp-tongued comedy of a hostage-taking gone sideways.
12,0.85,"Cunning criminal ensemble featuring clever, biting banter."
433,0.83,Mean-spirited teen comedy with razor-sharp social satire.
339,0.81,Acidic look at Hollywood’s ruthless backstage power games.
347,0.79,"Satirical political farce with sly, cynical humor."
