movieId,score,reason
2,0.95,"GoldenEye strips spycraft of glamor into a gritty, paranoid Cold War scheme gone awry"
405,0.92,"Mission: Impossible portrays a weary agent on a compromised romp of double-crosses and wet, cold betrayals"
689,0.9,"Jackal, The follows an unglamorous, exhausted operative in a murky game of betrayal and mounting suspicion"
265,0.88,"Hunt for Red October traps its commander in a tense, damp undersea standoff full of paranoia and mistrust"
31,0.85,"Crimson Tide stages a claustrophobic, soaked-through submarine mutiny driven by hard-edged betrayal"
291,0.82,"Absolute Power shows a burnt-out thief tangled in covert plots, spying on corrupt power players in gloom"
566,0.8,"Clear and Present Danger casts CIA officers into a murky, damp mission where every order feels suspect"
282,0.78,Kiss the Girls is a grim cat-and-mouse thriller of ex-agents chasing a remorseless predator in shadowy terrain
5,0.75,"Copycat finds a forensic psychologist dragged into a bleak, compromised hunt for a cunning serial killer"
53,0.72,"Natural Born Killers flips the glamorous myth of vigilantes into a raw, cynical spree of distrust and betrayal"
