movieId,score,reason
89,0.97,"An android’s quest for identity unfolds in cold neon, unsettling what it means to be human."
195,0.94,A steel ex-cop battles a shape-shifting machine in a paranoid fight for humanity.
175,0.92,"A dystopian bureaucracy traps a dreamer in surreal terror, questioning human purpose."
206,0.9,Neo-Tokyo’s psychic chaos probes the fragility of human connection versus cold mutation.
172,0.88,"Rebel soldiers and clones meet in a bleak galaxy, questioning what makes us more than flesh."
38,0.86,"A systems analyst’s life unravels online, evoking paranoia about identity and control."
39,0.84,"A memory dealer’s world fractures, probing the depths of desire and reality’s cold edge."
227,0.82,An uneasy peace with former enemies raises chilling questions of trust and humanity.
228,0.8,"Old rivals clash in space, their human flaws amplified by the sterile void of the frontier."
229,0.78,"A mission to reclaim a friend tests the boundaries between flesh, soul, and unsettling silence."
