movieId,score,reason
90,0.95,A poet’s obsession with winning and one-upping rivals drives a darkly tense comedy-drama
160,0.92,"Salesmen clash in a high-stakes contest for top real-estate leads, fueling tragic rivalry"
511,0.9,Two pilots’ competitive bond fractures as one pursues political power and the other deadly ambition
191,0.88,"Classical composer’s envy of Mozart escalates into a consuming, tragic rivalry"
157,0.85,Boxer torn between loyalty and ambition in an obsessive struggle for greatness
905,0.83,Young writer’s rivalry with socialite pushes both to extremes in a biting drama
372,0.8,"Friends bond over AIDS activism, but tensions rise as they vie for moral high ground"
632,0.78,An FBI agent’s psychological duel with a charismatic psychopath unfolds with tragic stakes
42,0.75,Store clerks’ petty competitions escalate into absurdly tense conflicts
853,0.72,Underground strippers clash in a bizarre power play of showmanship and dark desire
