movieId,score,reason
22,0.95,Emotional epic exploring love and loss in wartime.
32,0.92,Documentary-style look at a comic pioneer’s life.
28,0.9,NASA drama focusing on crew bonds over lunar disaster.
57,0.88,Spiritual crisis of a priest in wartime.
199,0.85,Human drama of POWs under Japanese command.
205,0.83,Biography of a general reflecting on human cost of war.
137,0.8,Struggling restaurateurs face personal and cultural te...
29,0.78,Comic-book hero coping with family and moral duty.
53,0.75,Social commentary in a satirical killing-spree tale.
81,0.72,Corporate power play with personal tragedies.
