movieId,score,reason
166,1.0,French Twist’s playful enemies-to-lovers banter leads to unexpected romance.
93,0.95,Welcome to the Dollhouse sparks reluctant affection amid quips and teenage feuds.
36,0.9,Mad Love’s mismatched couple fights sparks into genuine high-school romance.
274,0.85,Sabrina’s wry chauffeur’s daughter initially clashes before heartfelt devotion blooms.
70,0.8,Four Weddings uses witty dueling banter that transforms foes into lovers.
92,0.75,True Romance ignites with edgy loathing that softens into a fierce devotion.
49,0.7,I.Q. pairs scientific skepticism with charming sparks into true affection.
152,0.65,Sleeper’s futuristic foes banter until love prevails through the chaos.
482,0.6,Some Like It Hot’s fierce costumer rivalry warms into undeniable affection.
43,0.55,Disclosure delivers bitter office battles that gradually give way to reluctant attraction.
