movieId,score,reason
421,0.99,"Star-crossed lovers defy warring families in a tragic, timeless romance"
371,0.97,A passionate fling between a rancher’s wife and a photographer that must stay hidden
990,0.95,A married noblewoman risks everything for forbidden desire in imperial Russia
286,0.93,A whirlwind wartime affair ignites between nurse and soldier amidst chaos
212,0.91,A surgeon torn between ambition and love in Soviet-era Prague faces impossible choices
197,0.89,A college graduate’s illicit affair with his professor’s wife yields unbearable stakes
1459,0.87,A young bride and a U.S. officer share a doomed passion across cultural divides
155,0.85,An unexpected holiday romance blossoms between a working-class man and a resort dancer
129,0.83,A lethal partnership forged in crime sparks a forbidden romance next door
313,0.81,A rich aristocrat’s illicit love with a penniless artist defies social class
