movieId,score,reason
511,1.0,Epic sweep of desert and politics as an officer joins forces with Arab tribesmen.
22,0.97,A passionate revolt’s scale and sacrifice bring both awe and heartbreak.
97,0.95,A lone soldier bridges cultures in a vast prairie epic of friendship.
133,0.93,Grandeur and tragedy of the Civil War seen through one Southern woman’s eye.
526,0.9,Chariot races and family strife in a grand Roman epic of redemption and revenge.
651,0.88,A cavalry regiment’s courage amid the carnage of the Civil War’s bloodiest battles.
180,0.86,Surreal descent through Vietnam’s jungles in a hallucinatory war masterpiece.
313,0.84,A disaster survival tale on an awe‐inspiring scale of history and loss.
174,0.82,"Relentless adventure across deserts, jungles, and hidden temples."
176,0.8,Alien war rendered with epic space battles and heroic human defiance.
