movieId,score,reason
60,1.0,A woman's silent grief and icy resolve unfold amidst grand but lonely Geneva streets.
23,0.95,"A solitary cabbie weaves through neon-soaked nights, haunted by disconnection in a crowded city."
957,0.9,An outsider’s quiet wisdom and gentle humor bridge the gap between cultural worlds in rural Oz.
517,0.88,A poet’s reflective wanderings through New York capture the ache of living between crowds.
305,0.86,"Beneath suburbia’s frozen veneer lies a tapestry of alienation, craving warmth and belonging."
179,0.84,"A lone ultraviolent antihero navigates a dystopian city, seeking a spark of real human connection."
175,0.82,"A Kafkaesque journey through bureaucratic ruins, where alienation becomes a living, breathing foe."
475,0.8,"Five friends drift through Edinburgh’s gray streets, yearning to escape the emptiness of their routines."
514,0.78,Neurotic banter and tender vulnerability collide as a comic duo dances around honest emotion.
605,0.76,A mother and daughter’s nostalgic letters whisk us through moments of icy beauty and quiet longing.
