movieId,score,reason
6,0.95,Italian mob drama in Chinese setting with English subtitles
14,0.92,Italian-language romantic drama by Massimo Troisi
45,0.9,Taiwanese family drama rich in cultural detail
59,0.88,French-language political drama by Kieslowski
60,0.85,French-language study of grief by Kieslowski
61,0.83,French-Polish co-production comedy-drama by Kieslowski
170,0.8,Italian coming-of-age documentary classic
462,0.78,Taiwanese romantic culinary drama in Mandarin
1215,0.75,Brazilian jungle fantasy with Portuguese dialogue
282,0.72,French-language court thriller with deep themes
