movieId,score,reason
310,0.95,The Rainmaker shows an underdog lawyer taking on a cold-hearted insurance giant.
282,0.9,A Time to Kill pits a small-town lawyer against systemic bigotry and corporate power.
43,0.85,Disclosure finds a lone executive fighting sexual and corporate corruption in the boardroom.
566,0.8,Clear and Present Danger follows an idealistic DOJ lawyer up against hidden government forces.
597,0.75,Eraser features an honest attorney battling a corrupt corporation to uncover the truth.
436,0.72,An American Werewolf in London has a lawyer detective chasing corporate-backed terror.
73,0.7,Maverick’s gamble in the courtroom against a big bank feels tense and scrappy.
57,0.68,Priest sees one man fighting an oppressive regime without any legal muscle on his side.
566,0.65,Clear and Present Danger embodies the small-lawyer-versus-big-power conflict perfectly.
43,0.6,Disclosure remains a classic for its quiet fight against overwhelming corporate might.
