movieId,score,reason
89,1.0,Blade Runner paints a neon-drenched dystopia in ravishing decay.
175,0.95,"Brazil’s bleak satire drapes a dying world in twisted, surreal beauty."
171,0.9,"Delicatessen’s grotesque humor hides a darkly poetic, crumbling world."
650,0.85,The Seventh Seal’s stark medieval landscape glows with existential dread.
11,0.8,Seven’s rain-soaked streets and grotesque crimes feel morbidly enthralling.
637,0.75,Howling’s savage transformations stare into the pit of human ferocity.
200,0.7,"The Shining’s deserted hotel corridors resonate with eerie, oppressive dread."
199,0.65,Bridge on the River Kwai finds austere tragedy in a POW camp’s decaying world.
634,0.6,"Microcosmos’s lush close-ups reveal a strange, beautiful miniature decay."
171,0.55,"Delicatessen’s grotesque humor hides a darkly poetic, crumbling world."
