movieId,score,reason
510,0.92,"A small band of gunslingers must hold off waves of bandits to protect a village, showcasing fear and quiet heroism."
470,0.89,"A handful of lawmen stand their ground in a dusty frontier street, wrestling with fear and resolve before the showdown."
184,0.85,"A lone hero and two sidekicks hole up in a cabin against a horde of undead, revealing their doubts and small bravery."
199,0.83,Allied POWs in a jungle camp quietly endure and bond under the relentless Japanese surveillance and waiting tension.
641,0.82,"French soldiers grip trenches under artillery fire, struggling with orders, doubts, and unity as they await an inevitable onslaught."
651,0.81,"A small regiment fights to seize and hold a Confederate fort, facing internal squabbles, fear, and courage in the firing line."
233,0.79,"A lone ex-SEAL must safeguard a battleship’s crew from infiltrating terrorists, tension over quiet sabotage, trust, and fear."
1228,0.77,"An off-duty SEAL team defends a hijacked train in a snowbound tunnel, bracing for every silent footstep from hidden enemy."
635,0.75,"Residents barricade themselves in a seaside church as a creeping fog brings unseen threats, stirring quiet panic and solidarity."
520,0.73,"WWII POWs held in a guarded camp endure cramped quarters, petty squabbles, and small acts of courage as they bide their time."
