movieId,score,reason
32,1.0,"Intimate dive into a cartoonist’s tortured psyche, genius and the agony behind every stroke."
1010,0.95,Raw portrayal of a painter’s meteoric rise and the chaos fueling his electric creativity.
47,0.9,Affectionate look at a passion-driven filmmaker living on the edge of cinematic disaster.
1044,0.88,A frenetic newsroom odyssey capturing the pressure cooker of deadline-driven creativity.
15,0.85,"A music teacher’s opus unfolds over decades, battling block and seeking purpose through song."
1426,0.82,"Songstress navigates love, loss and writer’s block on the 1960s music scene’s front lines."
191,0.8,A genius composer’s rivalry and obsession play out in an operatic clash of talent and envy.
531,0.78,An obsessive pianist confronts brilliance and madness in a haunting portrait of creative torment.
137,0.75,Two chefs gamble on a single meal to prove their culinary art against the humblest of odds.
289,0.72,A biopic of a musical titan’s tormented heart and the love letters that fueled his immortal art.
