movieId,score,reason
173,0.99,"A witty, romantic swashbuckling quest with plenty of levity and fantasy fun"
21,0.98,Lighthearted musical adventure on the high seas with swashbuckling comedy
132,0.97,Classic Technicolor fantasy journey full of whimsy and upbeat charm
95,0.96,"Colorful, music‐filled adventure with comedic magical elements"
142,0.95,"Enchanting World War II fantasy with songs, laughs, and gentle magic"
501,0.94,Heartwarming animated tale of a runaway elephant's joyful adventure
102,0.93,Charming animated romp across Paris with comedic animal capers
99,0.92,Fairytale musical magic in a vivid animated classic
50,0.91,Epic space fantasy with heroic journey and uplifting humor
173,0.9,"A witty, romantic swashbuckling quest with plenty of levity and fantasy fun"
