movieId,score,reason
1074,1.0,Reality Bites nails early-’90s post-college malaise with ironic humor.
959,0.95,Dazed and Confused’s aimless teens wrestling with uncertainty and fun.
42,0.9,"Clerks’ low-pay, dead-end jobs capture 20-something angst in real time."
150,0.87,Swingers’ awkward dating adventures in early-’90s Hollywood.
246,0.85,Chasing Amy’s messy romance and self-discovery in comic-book circles.
955,0.83,Before Sunrise’s spontaneous midnight conversations of lost youth.
272,0.8,Good Will Hunting’s genius janitor grappling with purpose and love.
475,0.78,Trainspotting’s frantic dive into aimless youth and fleeting hope.
537,0.75,My Own Private Idaho’s drifting souls seeking identity on the road.
733,0.73,"Go Fish’s indie exploration of young life, love, and searching."
