movieId,score,reason
206,0.98,Groundbreaking 1988 anime with mature themes and sci-fi violence
1240,0.96,1995 anime noir exploring identity and consciousness
101,0.94,1981 anthology of adult-themed sci-fi and fantasy animation
1555,0.92,1995 stop-motion exploring existential adult themes
1608,0.9,1996 claymation crime caper with dark humor themes
114,0.4,"Best-of animation compendium, includes mature Aardman shorts"
169,0.38,"1993 sequel with darker themes, less child-oriented romance"
99,0.35,1937 classic animation noted for artistic depth and cultural impact
402,0.3,"Animated illusions mixed with live-action, exploring ghostly betrayal"
414,0.25,Live-action with animated sequences exploring Hollywood past
