movieId,score,reason
237,1.0,"A manager redefines sports agency, building champions from overlooked talent."
102,0.95,A coach rescues aristocratic cats and builds them into a prize-winning team.
145,0.9,A coach battles for biotech survival teaching bees teamwork and strategy.
17,0.85,A pastor-coach leads a misfit team through Vietnam’s river rapids to unity.
910,0.8,A father-turned-beekeeper coaches prisoners in strategic teamwork to save his farm.
408,0.75,A window-cleaning partner coaches robotic trousers to win the house competition.
545,0.7,A broker-turned-coach orchestrates team dynamics to top socialist economic games.
681,0.65,A journalist builds a terror-squad team with strategic wit in a Chicago newsroom.
143,0.6,A governess organizes orphaned cats into a synchronized circus troupe.
296,0.55,A psychiatrist forms a recovery team in Hell’s Prison’s CPT group sessions.
