movieId,score,reason
90,0.95,Rivals forced to survive a killer on their turf reveal mutual respect through shared terror
17,0.9,Two fugitives trapped in remote bar must cooperate against monstrous foes
31,0.88,Submarine officers clash then unite to prevent nuclear disaster in confined space
84,0.85,Undercover agents trapped in remote farmhouse forced into teamwork under siege
98,0.82,FBI trainee and cannibal consultant must partner to survive a serial killer’s terror
44,0.8,Widow and maid confront storm and secrets in isolated seaside estate
153,0.78,Con artists caught in hostage standoff aboard a train must collaborate to escape
164,0.75,Rivals on silo must combine strengths to survive in unforgiving isolation
30,0.72,Housewife trapped by her fantasies must ally with stranger to survive dark desires
21,0.7,Orphan and friends stranded at sea fight together against pirates in high-stakes adventure
