movieId,score,reason
1038,0.97,A dark neo-noir thriller that keeps you guessing with every twist.
999,0.95,Zany undead comedy with shock-and-awe effects no one else dared attempt.
1546,0.93,"Atmospheric, haunting urban odyssey that slips between reality and dream."
1429,0.91,"Bold, uncompromising look at queer life that broke all the rules."
1658,0.89,Gripping courtroom drama fueled by sibling rivalry and explosive secrets.
574,0.87,"Sinister obsession fuels a twisted tale of love, madness and jealousy."
836,0.85,"Punk rockers, politics and anarchy collide in this sly social satire."
1621,0.83,"A dark, erotic thriller that seduces then shocks with one careless move."
1502,0.81,Witty meta-romp through the Big Apple’s absurd dating scene.
1150,0.79,"Gangland capers told in fever-dream style, utterly off-beat and raw."
