movieId,score,reason
44,0.95,A woman’s confession hides decades of small-town secrets under a veneer of respect.
58,0.92,"Quiz-show scandal unmasks decades of deceit, and a lawyer must unearth buried motives."
620,0.89,A priest’s shooting reveals a web of historical sins and personal obsessions.
124,0.86,A cold case skeleton forces a sheriff to reexamine past alliances and broken faith.
102,0.83,A cat-stolen inheritance exposes long-buried greed in a tranquil estate.
72,0.8,"A bank teller’s slip uncovers a covert plan, and she digs into hidden motives."
256,0.77,A missing cat reveals the undercurrents of a Paris neighborhood’s dark pacts.
1272,0.74,A detective’s obsession with a prosecutor’s death leads him to old betrayals.
286,0.71,A nurse tending the wounded hears stories that hint at decades-old family debts.
122,0.68,A journalist’s closer look at Olympic success unravels corruption in town lore.
