movieId,score,reason
31,0.94,Submarine crew debates a nuclear launch order and endures long-term trust fractures afterward
178,0.91,Twelve jurors held in one room must live with the weight of their lone verdict on a boy’s life
260,0.89,Spaceship crew isolated in deep space confronts the psychological scars of a fatal mission
199,0.87,POWs forced to build a bridge for captors grapple with guilt and unity in a remote camp
176,0.85,Remote colony under alien siege must unite and live with choices made to protect their enclave
28,0.83,Astronauts face a life-and-death decision aboard a crippled spacecraft and carry its impact home
7,0.81,Underground survivors share the burden of a desperate time‐travel mission and its haunting toll
200,0.79,A family isolated in a mountain hotel copes with trust and fear after one man’s breakdown
272,0.77,Storm-chasers and townspeople risk everything to survive a tornado and navigate their changed bonds
565,0.75,A small town wrestles with fear and solidarity when eerie children force them into impossible choices
