movieId,score,reason
66,0.98,Sweet meet-cute delivers charming fluttery thrills
487,0.95,"Wistful Roman escapade sparks airy, giddy first-crush romance"
173,0.93,Fairytale adventure brims with whimsical charm and heart-fluttering fun
131,0.91,Chic Manhattan rendezvous captures effervescent butterflies-in-stomach magic
216,0.88,Witty banter and romantic timing craft a deliciously giddy love story
88,0.86,"Warm, cross-country love quest feels like a cozy first-crush dream"
739,0.83,Fairytale makeover romance sparks playful glances and sweet daydreams
255,0.8,Friends-to-lovers caper tugs at heartstrings with irrepressible glee
155,0.77,Sweaty dancefloor spark ignites irresistible butterflies and joy
483,0.75,Timeless wartime farewell yields soulful swoon and romantic resonance
