movieId,score,reason
127,0.98,A singular crime epic driven by family loyalty and moral complexity
198,0.96,Iconic graduation tale of lost innocence and sharp social satire
200,0.94,Psychological descent in isolated halls with visionary camera work
68,0.92,"Dark revenge tale reborn in a stylized, gothic urban landscape"
72,0.9,Comic-book chaos as a timid teller becomes a cartoon-powered hero
117,0.88,High-octane thrill ride on Alcatraz’s legendary rock fortress
79,0.86,Unstoppable fugitive flight through gritty urban streets
481,0.84,Quartet of lonely hearts finds love in cramped New York apartments
164,0.82,A submarine odyssey probing humanity’s place in the cosmos
480,0.8,International man-hunt sparks adrenaline across landmarks
