movieId,score,reason
11,0.95,Grim serial killer drama with intense suspense.
12,0.93,Twisty crime thriller famous for its iconic twist.
5,0.9,Psychological thriller focused on criminal minds.
38,0.88,Cyber-thriller laced with paranoia and suspense.
39,0.85,Dystopian noir thriller with futuristic tension.
44,0.82,Domestic drama with strong undercurrents of suspense.
90,0.8,Stalking thriller blending dark humor and mystery.
98,0.78,Masterful psychological thriller with iconic villain.
200,0.75,Atmospheric horror-thriller set in an isolated hotel.
18,0.72,Poignant drama with understated tension and emotion.
