movieId,score,reason
12,0.98,A story told in flashback through an unreliable narrator with a twist that demands a second watch.
56,0.95,Nonlinear interwoven tales leave pieces scattered until the final reveal redefines everything.
11,0.9,"A fractured timeline unravels through dark, obsessive detective work leading to a jaw-dropping finale."
691,0.85,"A man wakes in a warped city controlled by shadowy forces, puzzling over reality’s hidden layers."
333,0.8,A wealthy recluse’s life spirals into a staged game that blurs truth and performance.
7,0.75,"Time travel, fractured memories, and an unreliable narrator combine in a desperate mission to save humanity."
324,0.7,A saxophonist’s life fractures as a mysterious message drags him through a labyrinth of paranoia.
56,0.65,The interplay of stories out of order forces you to piece together motives and connections.
380,0.6,A whodunit aboard a starship uses fragmented narratives to conceal the killer’s true identity.
471,0.55,Soldier recounts conflicting battlefield versions to unravel what really happened under fire.
