movieId,score,reason
191,0.95,"Lavish, tragic portrait of Mozart’s genius and self-destruction"
728,0.9,Beethoven biopic of towering ambition and haunting downfall
32,0.85,Intense documentary of a cartoonist’s brilliant yet tormented mind
1010,0.8,"Raw, painter’s saga of fame-ruin and heartbreaking ambition"
531,0.75,Powerful boxer’s rise and ruin in a masterpiece of grit
47,0.7,Stylish biopic of cult filmmaker consumed by his obsessions
192,0.65,"Visceral boxing drama capturing genius, rage, and regret"
289,0.6,Eva Perón’s meteoric rise and tragic toll in a poignant musical
511,0.55,Epic Arabian War drama of a visionary and his tortured conscience
698,0.5,Haunting drama of a butler’s rigid devotion and personal collapse
