movieId,score,reason
100,0.98,"Idyllic small-town crime unravelled by a charming, unflappable sheriff and quirky locals."
516,0.95,Fish-out-of-water investigator in a friendly coastal town with eccentric characters.
116,0.92,"City woman’s return to a comic countryside clan yields cozy, quirky whodunit fun."
19,0.9,Warm multigenerational village tapestry with a gentle mystery at its heart.
442,0.88,Reclusive confession booth’s secrets spark a polite yet fetching provincial investigation.
620,0.85,Southern judge’s genteel courtroom drama unfolds amid laid-back local charm.
112,0.82,"Summer-camp reunion mixed with oddball suspects sets a relaxed, sunny mystery."
124,0.8,Border-town uncovering of old skeleton is spun into a quietly riveting local tale.
36,0.78,Suburban teen’s obsession triggers a murky puzzle in a comfortably familiar setting.
81,0.75,"Amid 1950s corporate rivalries, a modest protagonist uncovers office intrigue with grace."
