movieId,score,reason
23,0.98,Travis Bickle’s paranoid solo crusade through New York’s night-streets.
234,0.95,Amity Island terror evokes 70s fear of unseen menace beneath everyday life.
49,0.92,Returning Earth scout in eerie fog taps 70s Cold War conspiracy vibes.
180,0.89,Captain Willard’s mission feels haunted by unseen war conspiracies.
449,0.86,Khan’s probe drifts toward Earth—nobody believes the looming threat.
637,0.83,Terror strikes as ancestral evil hunts in a small resort town.
236,0.8,Ruth’s chaotic testimony uncovers hidden criminal cover-ups in court.
161,0.77,Maverick’s rogue flights underscore distrust in aerial command.
186,0.74,Jake and Elwood’s blues-band antics hit a paranoid Chicago beat.
50,0.71,"Rebels vs. Empire—lonely pockets of resistance in a vast, skeptic galaxy."
