movieId,score,reason
56,1.0,Tarantino’s interwoven stories of crime in 1994
64,0.95,Prison drama exploring hope and friendship
69,0.9,Forrest Gump’s extraordinary journey through ’60s–’80s
71,0.88,Disney’s animated classic of a lion cub’s coming of age
70,0.85,Brits navigate love at weddings and funerals
48,0.82,True basketball dream in 1990s Illinois
53,0.8,Dark tale of media-fueled killers on a killing spree
42,0.78,Day-in-the-life of New Jersey convenience store clerks
45,0.75,Family drama and romance over elaborate meals in Taipei
62,0.72,Origins saga of the Stargate device
