movieId,score,reason
1,0.95,Endearing toy camaraderie that feels like the truest of lifelong bonds.
140,0.93,Three pets’ determined journey home radiates loyal friendship warmth.
42,0.91,Convenience-store banter among old friends feels utterly lived-in and real.
655,0.89,Four boys’ nostalgic road trip sealed with shared secrets and laughter.
21,0.87,Beloved Muppets and orphan’s grand adventure brimming with joyful mischief.
169,0.85,"Ingenious inventor and his dog share heartfelt, hilarious collaboration."
189,0.83,"Cheese-moon escapade captures pure pleasure of creative, trusting partnership."
186,0.81,Brothers reunited by music and mayhem in stirring blues-powered friendship.
238,0.79,Bumbling bank robbers turned duo spark madcap schemes with genuine heart.
400,0.77,Lovable kids’ club antics unfold with honest warmth and silly loyalty.
