movieId,score,reason
88,0.95,Shy architect and widower’s son spark a radio-born romance full of yearning and hope
216,0.93,"Friends slowly ignite into romance, every scene charged with longing and catharsis"
955,0.91,Chance meeting on a train unfolds into one night of electric tension and hopeful promise
740,0.89,"Governess and master circle each other in a consuming, quietly intense courtship"
275,0.87,Sisters’ intertwining hearts collide in a sumptuous dance of unspoken desire
14,0.85,"Postman’s heartfelt letters ignite a tender, slow-burn love against political odds"
207,0.83,Poet’s hidden devotion fuels a bittersweet chase of hearts and dramatic reveals
1429,0.81,Two path-crossed lovers race fate in parallel tales of missed and seized moments
49,0.79,"Quirky mathematician woos smart beauty in a flirtatious, emotionally charged dance"
295,0.77,Unlikely runner and downtrodden waitress face split-second encounters and enduring hope
