movieId,score,reason
157,0.98,Platoon’s gritty portrayal of moral conflict and psychological strain subverts heroism.
188,0.96,Full Metal Jacket exposes war’s dehumanizing burn and moral ambiguity on soldiers.
180,0.94,"Apocalypse Now immerses in futility and moral collapse on a surreal, Vietnam-war odyssey."
641,0.92,Paths of Glory dramatizes the bleak injustice and futility of trench warfare.
521,0.9,The Deer Hunter starkly reveals war’s lingering trauma and shattered psyches.
528,0.88,The Killing Fields lays bare war’s human cost and moral confusion without glorification.
199,0.86,The Bridge on the River Kwai deconstructs heroism through obsession and futility.
180,0.84,"Apocalypse Now immerses in futility and moral collapse on a surreal, Vietnam-war odyssey."
641,0.82,Paths of Glory dramatizes the bleak injustice and futility of trench warfare.
528,0.8,The Killing Fields lays bare war’s human cost and moral confusion without glorification.
