movieId,score,reason
100,1.0,"Fargo – Small-town cops navigate conflicting witness stories and bungled crimes in a bleak, messy Midwest investigation"
124,0.95,"Lone Star – Off-duty sheriffs uncover buried secrets in a Texas town, revealing a layered, unresolved mystery"
1267,0.92,Clockers – Two rookie detectives chase street killings amid neighborhood gossip and personal missteps
327,0.9,Cop Land – Small-town sheriff and colleagues stumble through corruption and flawed human errors
320,0.88,Paradise Lost: The Child Murders at Robin Hood Hills – Documentary delves into contradictory accounts in a real-life case
1226,0.86,Night Falls on Manhattan – Young prosecutor untangles police corruption and cover-ups in a gritty New York trial
332,0.84,Kiss the Girls – Forensic psychologist pieces together chaotic Atlanta abductions from clashing witness accounts
282,0.82,A Time to Kill – Grave miscarriage of justice in a small town sparks a divided community and messy courtroom drama
696,0.8,"City Hall – Deputy mayor probes cop killings in New York’s political underbelly, uncovering tangled motives"
273,0.78,"Heat – Plainclothes detective pursues a master thief through LA’s chaotic streets, blurring truth and loyalty"
