movieId,score,reason
275,0.94,Sense and Sensibility – love across class divides in Regency England
421,0.92,Romeo and Juliet – timeless tale of forbidden love and tragic longing
740,0.9,Jane Eyre – gothic romance of social barriers and inner yearning
990,0.88,Anna Karenina – epic passion clashes with 19th-century Russian society
387,0.86,Age of Innocence – aristocratic love tested by rigid social mores
133,0.84,Gone with the Wind – sweeping Civil War romance defying convention
283,0.82,Emma – spirited matchmaker challenges social expectations with charm
694,0.8,Persuasion – love lost and earned amidst rigid class structures
51,0.77,Legends of the Fall – forbidden loves tested by war and family duty
421,0.74,Pride & Prejudice – witty clash of social standing and mutual respect
