movieId,score,reason
50,0.95,"Epic saga in a galaxy far, far away filled with wonder."
62,0.92,World-building around an ancient alien portal.
95,0.9,Fantasy adventure with genies and magical epics.
156,0.88,Madcap con movie with immersive underworld.
170,0.85,Nostalgic journey through childhood cinema magic.
433,0.83,Dark comedy exploring obsession and destiny.
489,0.8,Classic sci-fi dealing with alien peace warning.
673,0.78,Creepy thriller of obsession and retribution.
514,0.75,Meta documentary-drama on making a film.
58,0.72,True-story political thriller with human stakes.
