movieId,score,reason
691,1.0,Entire city’s reality is manipulated by unseen powers
1127,0.95,Man’s life is orchestrated by a TV network that gaslights his every move
333,0.9,Wealthy tycoon’s deadly game forces players to doubt their sanity
7,0.85,Man sent to stop plague accused of madness by authorities
219,0.8,"Group of teens share deadly dream, authorities dismiss their warnings"
120,0.75,Woman’s life unravels as husband manipulates her perception of reality
324,0.7,"Woman’s life twisted by cryptic messages, she’s labeled insane"
657,0.65,"Soldier’s mind warped by brainwashing, everyone insists he’s mad"
333,0.6,Journalist’s hidden broadcast makes her question what’s true
691,0.55,Strangers realize their memories are fabricated by unseen rulers
