movieId,score,reason
200,0.95,"Atmospheric horror with creeping dread in a remote hotel, slow-burn tension and unnerving ambiance."
1126,0.92,"Classic psychological chills, haunting Victorian mansion, simmering fear without overt scare tactics."
675,0.88,"Silent-era vampire legend, eerie visuals and slow-building dread in stark monochrome."
565,0.87,"Children with unsettling eyes in a quiet town, constant sense of unnatural calm and looming threat."
185,0.85,"Iconic suburban suspense, meticulous pacing and growing paranoia in a single location."
234,0.82,"Masterful suspense at sea, unseen terror lurking beneath the water, gradual mounting fear."
89,0.78,"Neo-noir sci-fi, rain-soaked cityscapes and existential unease build a tense, brooding atmosphere."
135,0.75,"Epic cosmic mystery, void of action yet claustrophobic tension and otherworldly vibe."
178,0.7,"Tense jury-room drama, ticking clock and moral conflict keep each verdict hanging by a thread."
1526,0.68,"Quiet suspense as a city cop hides among a rural community, watching every move with simmering tension."
