movieId,score,reason
1,0.95,Charming CG adventure about friendship and loyalty
2,0.93,High-octane Bond thriller set against post-Soviet intrigue
4,0.92,Witty crime comedy with John Travolta on a Hollywood caper
8,0.91,Heartwarming family tale of a pig finding his place
12,0.9,Masterful crime puzzle with memorable ensemble cast
22,0.89,Epic medieval drama of freedom and sacrifice
23,0.88,Intense character study of loneliness in gritty NYC
56,0.87,Groundbreaking nonlinear crime saga by Tarantino
69,0.86,Time-spanning odyssey blending history and myth
82,0.85,Thrilling dinosaur spectacle with groundbreaking effects
